"Time","Angle 2.o/0/X","Angle 2.o/0/Y","Angle 2.a/0/X","Angle 2.a/0/Y","Angle 2.b/0/X","Angle 2.b/0/Y","Angle 1.o/0/X","Angle 1.o/0/Y","Angle 1.a/0/X","Angle 1.a/0/Y","Angle 1.b/0/X","Angle 1.b/0/Y","Angle 1/o/X","Angle 1/o/Y","Angle 1/a/X","Angle 1/a/Y","Angle 1/b/X","Angle 1/b/Y","Angle 2/o/X","Angle 2/o/Y","Angle 2/a/X","Angle 2/a/Y","Angle 2/b/X","Angle 2/b/Y"
"1.95195","4.387085","-199.0504","-24.45264","77.98785","-43.86554","-449.1934","-24.45264","77.98785","4.387085","-199.7009","-41.86792","374.8679","-24.45264","77.98785","4.387085","-199.7009","-41.86792","374.8679","4.387085","-199.0504","-24.45264","77.98785","-43.86554","-449.1934"
"1.960292","4.008057","-199.0634","-24.05353","77.82904","-43.94861","-449.0734","-24.05353","77.82904","4.01001","-200.1462","-42.02765","374.894","-24.05353","77.82904","4.01001","-200.1462","-42.02765","374.894","4.008057","-199.0634","-24.05353","77.82904","-43.94861","-449.0734"
"1.968633","4.003662","-199.066","-24.07697","77.84573","-43.94861","-449.0734","-24.07697","77.84573","4.005066","-200.1487","-41.48065","374.8441","-24.07697","77.84573","4.005066","-200.1487","-41.48065","374.8441","4.003662","-199.066","-24.07697","77.84573","-43.94861","-449.0734"
"1.976975","3.993652","-199.0781","-24.19916","77.84952","-43.96765","-449.0847","-24.19916","77.84952","3.993225","-200.1633","-40.97858","374.513","-24.19916","77.84952","3.993225","-200.1633","-40.97858","374.513","3.993652","-199.0781","-24.19916","77.84952","-43.96765","-449.0847"
"1.985317","4.010864","-199.087","-24.20483","77.8511","-43.96765","-449.0847","-24.20483","77.8511","4.013916","-200.1752","-40.65259","374.1042","-24.20483","77.8511","4.013916","-200.1752","-40.65259","374.1042","4.010864","-199.087","-24.20483","77.8511","-43.96765","-449.0847"
"1.993658","4.059265","-199.1006","-24.2572","77.85339","-43.96423","-449.0897","-24.2572","77.85339","4.064514","-200.1837","-40.18567","374.0983","-24.2572","77.85339","4.064514","-200.1837","-40.18567","374.0983","4.059265","-199.1006","-24.2572","77.85339","-43.96423","-449.0897"
"2.002","4.194946","-199.1171","-24.43341","77.85052","-43.88867","-449.0793","-24.43341","77.85052","4.188416","-200.2011","-39.91516","374.033","-24.43341","77.85052","4.188416","-200.2011","-39.91516","374.033","4.194946","-199.1171","-24.43341","77.85052","-43.88867","-449.0793"
"2.010342","4.242188","-199.1261","-24.43793","77.84949","-43.88867","-449.0793","-24.43793","77.84949","4.239136","-200.2124","-39.87805","373.9737","-24.43793","77.84949","4.239136","-200.2124","-39.87805","373.9737","4.242188","-199.1261","-24.43793","77.84949","-43.88867","-449.0793"
"2.018683","4.282593","-199.1272","-24.4455","77.83527","-43.88721","-449.0798","-24.4455","77.83527","4.281372","-200.2175","-39.8703","373.9881","-24.4455","77.83527","4.281372","-200.2175","-39.8703","373.9881","4.282593","-199.1272","-24.4455","77.83527","-43.88721","-449.0798"
"2.027025","4.400146","-199.1526","-24.62109","77.72397","-43.84375","-449.0623","-24.62109","77.72397","4.390564","-200.2482","-39.77496","374.0444","-24.62109","77.72397","4.390564","-200.2482","-39.77496","374.0444","4.400146","-199.1526","-24.62109","77.72397","-43.84375","-449.0623"
"2.035367","4.427917","-199.1564","-24.64685","77.71414","-43.84204","-449.0657","-24.64685","77.71414","4.417969","-200.2535","-39.74512","374.0883","-24.64685","77.71414","4.417969","-200.2535","-39.74512","374.0883","4.427917","-199.1564","-24.64685","77.71414","-43.84204","-449.0657"
"2.043708","4.528748","-199.133","-24.72351","77.71021","-43.82727","-449.0539","-24.72351","77.71021","4.523499","-200.2762","-39.55182","374.2629","-24.72351","77.71021","4.523499","-200.2762","-39.55182","374.2629","4.528748","-199.133","-24.72351","77.71021","-43.82727","-449.0539"
"2.05205","4.547852","-199.1409","-24.75574","77.69852","-43.82703","-449.0549","-24.75574","77.69852","4.538086","-200.2773","-39.53101","374.25","-24.75574","77.69852","4.538086","-200.2773","-39.53101","374.25","4.547852","-199.1409","-24.75574","77.69852","-43.82703","-449.0549"
"2.060392","4.570251","-199.1156","-24.9256","77.71405","-43.79095","-449.0558","-24.9256","77.71405","4.557861","-200.2529","-39.22614","374.3541","-24.9256","77.71405","4.557861","-200.2529","-39.22614","374.3541","4.570251","-199.1156","-24.9256","77.71405","-43.79095","-449.0558"
"2.068733","4.565613","-199.1185","-24.92548","77.71405","-43.78986","-449.0554","-24.92548","77.71405","4.554626","-200.2585","-38.98724","374.2736","-24.92548","77.71405","4.554626","-200.2585","-38.98724","374.2736","4.565613","-199.1185","-24.92548","77.71405","-43.78986","-449.0554"
"2.077075","4.553406","-199.0991","-25.14856","77.72324","-43.7757","-449.0346","-25.14856","77.72324","4.541931","-200.2372","-38.5238","374.1946","-25.14856","77.72324","4.541931","-200.2372","-38.5238","374.1946","4.553406","-199.0991","-25.14856","77.72324","-43.7757","-449.0346"
"2.085417","4.540588","-199.1003","-25.16357","77.70697","-43.7757","-449.0346","-25.16357","77.70697","4.530029","-200.2404","-38.04309","374.1928","-25.16357","77.70697","4.530029","-200.2404","-38.04309","374.1928","4.540588","-199.1003","-25.16357","77.70697","-43.7757","-449.0346"
"2.093758","4.452332","-199.1003","-25.39636","77.7384","-43.77771","-449.0392","-25.39636","77.7384","4.447571","-200.1936","-37.50958","373.9647","-25.39636","77.7384","4.447571","-200.1936","-37.50958","373.9647","4.452332","-199.1003","-25.39636","77.7384","-43.77771","-449.0392"
"2.1021","4.411499","-199.097","-25.57062","77.58768","-43.77771","-449.0392","-25.57062","77.58768","4.408203","-200.1919","-36.80652","373.9849","-25.57062","77.58768","4.408203","-200.1919","-36.80652","373.9849","4.411499","-199.097","-25.57062","77.58768","-43.77771","-449.0392"
"2.110442","4.225769","-199.074","-25.78937","77.63971","-43.78662","-449.0472","-25.78937","77.63971","4.22644","-200.1647","-36.1673","373.9787","-25.78937","77.63971","4.22644","-200.1647","-36.1673","373.9787","4.225769","-199.074","-25.78937","77.63971","-43.78662","-449.0472"
"2.118783","4.170471","-199.0526","-26","77.68103","-43.78662","-449.0472","-26","77.68103","4.171509","-200.1474","-35.44092","373.9838","-26","77.68103","4.171509","-200.1474","-35.44092","373.9838","4.170471","-199.0526","-26","77.68103","-43.78662","-449.0472"
"2.127125","4.027771","-199.0148","-26.1853","77.70032","-43.76917","-449.0366","-26.1853","77.70032","4.028381","-200.1168","-34.63116","373.6909","-26.1853","77.70032","4.028381","-200.1168","-34.63116","373.6909","4.027771","-199.0148","-26.1853","77.70032","-43.76917","-449.0366"
"2.135467","3.985107","-199.0025","-26.45398","77.71759","-43.77173","-449.0338","-26.45398","77.71759","3.985291","-200.1042","-33.63568","373.6797","-26.45398","77.71759","3.985291","-200.1042","-33.63568","373.6797","3.985107","-199.0025","-26.45398","77.71759","-43.77173","-449.0338"
"2.143808","3.808533","-198.9772","-26.7179","77.64307","-43.77606","-449.0261","-26.7179","77.64307","3.811523","-200.0767","-32.7207","373.522","-26.7179","77.64307","3.811523","-200.0767","-32.7207","373.522","3.808533","-198.9772","-26.7179","77.64307","-43.77606","-449.0261"
"2.15215","3.685181","-198.9463","-26.95959","77.68863","-43.77606","-449.0261","-26.95959","77.68863","3.669739","-200.0665","-31.75323","373.4215","-26.95959","77.68863","3.669739","-200.0665","-31.75323","373.4215","3.685181","-198.9463","-26.95959","77.68863","-43.77606","-449.0261"
"2.160492","3.560608","-198.9526","-27.30023","77.72031","-43.79034","-449.0343","-27.30023","77.72031","3.557068","-200.0866","-30.48187","373.2616","-27.30023","77.72031","3.557068","-200.0866","-30.48187","373.2616","3.560608","-198.9526","-27.30023","77.72031","-43.79034","-449.0343"
"2.168833","3.498169","-198.9733","-27.6275","77.63284","-43.79034","-449.0343","-27.6275","77.63284","3.500549","-200.0696","-29.19342","373.1596","-27.6275","77.63284","3.500549","-200.0696","-29.19342","373.1596","3.498169","-198.9733","-27.6275","77.63284","-43.79034","-449.0343"
"2.177175","3.376587","-198.9606","-28.01294","77.69409","-43.80548","-449.0349","-28.01294","77.69409","3.392517","-200.042","-27.98059","372.902","-28.01294","77.69409","3.392517","-200.042","-27.98059","372.902","3.376587","-198.9606","-28.01294","77.69409","-43.80548","-449.0349"
"2.185517","3.356934","-198.9443","-28.51166","77.61121","-43.80548","-449.0349","-28.51166","77.61121","3.372009","-200.0248","-26.7052","372.8456","-28.51166","77.61121","3.372009","-200.0248","-26.7052","372.8456","3.356934","-198.9443","-28.51166","77.61121","-43.80548","-449.0349"
"2.193858","3.311218","-198.9244","-28.97247","77.67996","-43.77838","-449.0208","-28.97247","77.67996","3.328003","-199.9964","-25.17932","372.6938","-28.97247","77.67996","3.328003","-199.9964","-25.17932","372.6938","3.311218","-198.9244","-28.97247","77.67996","-43.77838","-449.0208"
"2.2022","3.286194","-198.9166","-29.4693","77.7395","-43.77417","-449.0232","-29.4693","77.7395","3.299988","-199.983","-23.62885","372.58","-29.4693","77.7395","3.299988","-199.983","-23.62885","372.58","3.286194","-198.9166","-29.4693","77.7395","-43.77417","-449.0232"
"2.210542","3.167114","-198.8795","-29.99255","77.65134","-43.75244","-449.0032","-29.99255","77.65134","3.189697","-199.9502","-22.04767","372.5098","-29.99255","77.65134","3.189697","-199.9502","-22.04767","372.5098","3.167114","-198.8795","-29.99255","77.65134","-43.75244","-449.0032"
"2.218883","3.099609","-198.8949","-30.72913","77.5152","-43.75244","-449.0032","-30.72913","77.5152","3.114441","-199.9697","-20.32806","372.5361","-30.72913","77.5152","3.114441","-199.9697","-20.32806","372.5361","3.099609","-198.8949","-30.72913","77.5152","-43.75244","-449.0032"
"2.227225","2.914734","-198.8636","-31.2951","77.57639","-43.70929","-448.9855","-31.2951","77.57639","2.924866","-199.9578","-18.70862","372.1709","-31.2951","77.57639","2.924866","-199.9578","-18.70862","372.1709","2.914734","-198.8636","-31.2951","77.57639","-43.70929","-448.9855"
"2.235567","2.62915","-198.8235","-32.05292","77.50403","-43.69727","-448.9791","-32.05292","77.50403","2.633667","-199.9539","-16.91602","372.1733","-32.05292","77.50403","2.633667","-199.9539","-16.91602","372.1733","2.62915","-198.8235","-32.05292","77.50403","-43.69727","-448.9791"
"2.243908","2.277405","-198.7653","-33.04987","77.44482","-43.69861","-448.9661","-33.04987","77.44482","2.300964","-199.8271","-14.89081","371.9471","-33.04987","77.44482","2.300964","-199.8271","-14.89081","371.9471","2.277405","-198.7653","-33.04987","77.44482","-43.69861","-448.9661"
"2.25225","2.009033","-198.7108","-33.94672","77.17798","-43.69861","-448.9661","-33.94672","77.17798","2.031372","-199.7927","-12.82544","371.7717","-33.94672","77.17798","2.031372","-199.7927","-12.82544","371.7717","2.009033","-198.7108","-33.94672","77.17798","-43.69861","-448.9661"
"2.260592","1.617188","-198.6014","-34.77618","77.23883","-43.74133","-448.8994","-34.77618","77.23883","1.639954","-199.745","-10.63092","371.5229","-34.77618","77.23883","1.639954","-199.745","-10.63092","371.5229","1.617188","-198.6014","-34.77618","77.23883","-43.74133","-448.8994"
