"Time","Angle 2.o/0/X","Angle 2.o/0/Y","Angle 2.a/0/X","Angle 2.a/0/Y","Angle 2.b/0/X","Angle 2.b/0/Y","Angle 1.o/0/X","Angle 1.o/0/Y","Angle 1.a/0/X","Angle 1.a/0/Y","Angle 1.b/0/X","Angle 1.b/0/Y","Angle 1/o/X","Angle 1/o/Y","Angle 1/a/X","Angle 1/a/Y","Angle 1/b/X","Angle 1/b/Y","Angle 2/o/X","Angle 2/o/Y","Angle 2/a/X","Angle 2/a/Y","Angle 2/b/X","Angle 2/b/Y"
"1.3013","-13.71429","-233.4857","-15.77142","11.31427","-44.57141","-451.5428","-15.77142","11.31427","-15.77142","-231.4286","-36.34283","286.9714","-15.77142","11.31427","-15.77142","-231.4286","-36.34283","286.9714","-13.71429","-233.4857","-15.77142","11.31427","-44.57141","-451.5428"
"1.309642","-13.95502","-233.1024","-16.09558","10.85297","-45.06598","-451.9377","-16.09558","10.85297","-16.00854","-230.9631","-35.96259","286.9865","-16.09558","10.85297","-16.00854","-230.9631","-35.96259","286.9865","-13.95502","-233.1024","-16.09558","10.85297","-45.06598","-451.9377"
"1.317983","-13.95032","-233.103","-16.09558","10.85498","-45.06531","-451.9256","-16.09558","10.85498","-16.00275","-230.965","-36.28131","287.0605","-16.09558","10.85498","-16.00275","-230.965","-36.28131","287.0605","-13.95032","-233.103","-16.09558","10.85498","-45.06531","-451.9256"
"1.326325","-13.96295","-233.1053","-16.06732","10.84979","-45.05774","-451.9341","-16.06732","10.84979","-16.01117","-230.9699","-36.50488","287.4209","-16.06732","10.84979","-16.01117","-230.9699","-36.50488","287.4209","-13.96295","-233.1053","-16.06732","10.84979","-45.05774","-451.9341"
"1.334667","-13.95435","-233.0974","-16.06201","10.84393","-45.06989","-451.9384","-16.06201","10.84393","-16.00787","-230.9707","-36.78082","287.4307","-16.06201","10.84393","-16.00787","-230.9707","-36.78082","287.4307","-13.95435","-233.0974","-16.06201","10.84393","-45.06989","-451.9384"
"1.343008","-13.97156","-233.1045","-16.0058","10.82788","-45.07196","-451.9394","-16.0058","10.82788","-16.00891","-230.9614","-37.28314","287.5368","-16.0058","10.82788","-16.00891","-230.9614","-37.28314","287.5368","-13.97156","-233.1045","-16.0058","10.82788","-45.07196","-451.9394"
"1.35135","-13.97455","-233.094","-15.98492","10.82782","-45.06879","-451.9318","-15.98492","10.82782","-16.01184","-230.957","-37.58307","287.7369","-15.98492","10.82782","-16.01184","-230.957","-37.58307","287.7369","-13.97455","-233.094","-15.98492","10.82782","-45.06879","-451.9318"
"1.359692","-13.93756","-233.0933","-15.92188","10.81335","-45.05884","-451.9298","-15.92188","10.81335","-15.98779","-230.9558","-37.70093","287.8172","-15.92188","10.81335","-15.98779","-230.9558","-37.70093","287.8172","-13.93756","-233.0933","-15.92188","10.81335","-45.05884","-451.9298"
"1.368033","-13.9256","-233.0911","-15.86456","10.80426","-45.05505","-451.9224","-15.86456","10.80426","-15.97302","-230.9623","-37.77075","287.8207","-15.86456","10.80426","-15.97302","-230.9623","-37.77075","287.8207","-13.9256","-233.0911","-15.86456","10.80426","-45.05505","-451.9224"
"1.376375","-13.90198","-233.1018","-15.69403","10.77704","-45.06232","-451.9269","-15.69403","10.77704","-15.95862","-230.9692","-37.88184","287.8583","-15.69403","10.77704","-15.95862","-230.9692","-37.88184","287.8583","-13.90198","-233.1018","-15.69403","10.77704","-45.06232","-451.9269"
"1.384717","-13.90027","-233.1018","-15.68811","10.77722","-45.05145","-451.9261","-15.68811","10.77722","-15.94141","-230.9691","-37.88782","287.8488","-15.68811","10.77722","-15.94141","-230.9691","-37.88782","287.8488","-13.90027","-233.1018","-15.68811","10.77722","-45.05145","-451.9261"
"1.393058","-13.88568","-233.1016","-15.55042","10.75562","-45.05591","-451.9366","-15.55042","10.75562","-15.93134","-230.9727","-37.88513","287.8506","-15.55042","10.75562","-15.93134","-230.9727","-37.88513","287.8506","-13.88568","-233.1016","-15.55042","10.75562","-45.05591","-451.9366"
"1.4014","-13.85663","-233.083","-15.46118","10.7926","-45.05365","-451.9306","-15.46118","10.7926","-15.90979","-230.9644","-37.85529","287.8882","-15.46118","10.7926","-15.90979","-230.9644","-37.85529","287.8882","-13.85663","-233.083","-15.46118","10.7926","-45.05365","-451.9306"
"1.409742","-13.83093","-233.0824","-15.32794","10.81671","-45.05005","-451.9273","-15.32794","10.81671","-15.86383","-230.96","-37.63568","287.9664","-15.32794","10.81671","-15.86383","-230.96","-37.63568","287.9664","-13.83093","-233.0824","-15.32794","10.81671","-45.05005","-451.9273"
"1.418083","-13.77472","-233.0646","-15.32654","10.81372","-45.05017","-451.9268","-15.32654","10.81372","-15.83984","-230.957","-37.63574","287.9781","-15.32654","10.81372","-15.83984","-230.957","-37.63574","287.9781","-13.77472","-233.0646","-15.32654","10.81372","-45.05017","-451.9268"
"1.426425","-13.64166","-233.0419","-15.21222","10.82965","-45.03607","-451.9083","-15.21222","10.82965","-15.70044","-230.941","-37.30817","287.7792","-15.21222","10.82965","-15.70044","-230.941","-37.30817","287.7792","-13.64166","-233.0419","-15.21222","10.82965","-45.03607","-451.9083"
"1.434767","-13.6123","-233.0313","-15.16425","10.79962","-45.03668","-451.9044","-15.16425","10.79962","-15.63519","-230.916","-37.08295","287.7981","-15.16425","10.79962","-15.63519","-230.916","-37.08295","287.7981","-13.6123","-233.0313","-15.16425","10.79962","-45.03668","-451.9044"
"1.443108","-13.53961","-233.0204","-15.0426","10.80737","-45.03284","-451.9074","-15.0426","10.80737","-15.53259","-230.9188","-36.78436","287.8344","-15.0426","10.80737","-15.53259","-230.9188","-36.78436","287.8344","-13.53961","-233.0204","-15.0426","10.80737","-45.03284","-451.9074"
"1.45145","-13.5033","-233.0084","-15.01111","10.80261","-45.0318","-451.9059","-15.01111","10.80261","-15.50348","-230.9125","-36.38379","287.7029","-15.01111","10.80261","-15.50348","-230.9125","-36.38379","287.7029","-13.5033","-233.0084","-15.01111","10.80261","-45.0318","-451.9059"
"1.459792","-13.29993","-233.1268","-14.88464","10.79419","-45.02631","-451.8932","-14.88464","10.79419","-15.30859","-230.9296","-36.04144","287.6806","-14.88464","10.79419","-15.30859","-230.9296","-36.04144","287.6806","-13.29993","-233.1268","-14.88464","10.79419","-45.02631","-451.8932"
"1.468133","-13.28894","-233.1279","-14.82263","10.78656","-45.02905","-451.8907","-14.82263","10.78656","-15.29639","-230.93","-35.74359","287.6935","-14.82263","10.78656","-15.29639","-230.93","-35.74359","287.6935","-13.28894","-233.1279","-14.82263","10.78656","-45.02905","-451.8907"
"1.476475","-13.09546","-233.1022","-14.61945","10.7569","-45.0072","-451.8735","-14.61945","10.7569","-15.14856","-230.9351","-35.36005","287.5315","-14.61945","10.7569","-15.14856","-230.9351","-35.36005","287.5315","-13.09546","-233.1022","-14.61945","10.7569","-45.0072","-451.8735"
"1.484817","-13.06079","-233.0913","-14.51355","10.73315","-45.0108","-451.8853","-14.51355","10.73315","-15.10724","-230.9318","-34.89185","287.5319","-14.51355","10.73315","-15.10724","-230.9318","-34.89185","287.5319","-13.06079","-233.0913","-14.51355","10.73315","-45.0108","-451.8853"
"1.493158","-12.95978","-233.0797","-14.38678","10.8067","-44.98975","-451.8671","-14.38678","10.8067","-14.99268","-230.9222","-34.03558","287.3684","-14.38678","10.8067","-14.99268","-230.9222","-34.03558","287.3684","-12.95978","-233.0797","-14.38678","10.8067","-44.98975","-451.8671"
"1.5015","-12.93127","-233.0779","-14.33044","10.80121","-44.98694","-451.8669","-14.33044","10.80121","-14.95288","-230.9249","-33.56543","287.4194","-14.33044","10.80121","-14.95288","-230.9249","-33.56543","287.4194","-12.93127","-233.0779","-14.33044","10.80121","-44.98694","-451.8669"
"1.509842","-12.81171","-233.0969","-14.15839","10.77802","-44.98126","-451.8506","-14.15839","10.77802","-14.85431","-230.9542","-33.11755","287.1054","-14.15839","10.77802","-14.85431","-230.9542","-33.11755","287.1054","-12.81171","-233.0969","-14.15839","10.77802","-44.98126","-451.8506"
